"""Victoria HARPER""","""Sebastian LESLIE""","""Elaine MITCHELL""","""Richard OPENSHAW""","""Hazel SMITH""","""Peter YOUNG"""
0.5,0.16666666666666666,1.0,0.25,0.2,0.3333333333333333
0.5,0.2,1.0,0.16666666666666666,0.25,0.3333333333333333
0.5,0.16666666666666666,1.0,0.2,0.25,0.3333333333333333
0.5,0.16666666666666666,1.0,0.2,0.25,0.3333333333333333
0.5,0.16666666666666666,1.0,0.2,0.25,0.3333333333333333
0.5,0.16666666666666666,1.0,0.2,0.25,0.3333333333333333
0.5,0.16666666666666666,1.0,0.2,0.25,0.3333333333333333
,0.5,1.0,,,
,0.5,1.0,,,
,0.5,1.0,,,
,0.5,1.0,,,
0.3333333333333333,0.5,1.0,,,
0.16666666666666666,0.5,1.0,0.2,0.25,0.3333333333333333
,,1.0,0.5,,
,,1.0,0.5,,
,,1.0,0.5,,
0.3333333333333333,,1.0,0.5,,
0.3333333333333333,,1.0,0.5,,
0.3333333333333333,,1.0,0.5,,
0.3333333333333333,,1.0,0.5,,
0.3333333333333333,,1.0,0.5,,
0.3333333333333333,,1.0,0.5,0.25,0.2
0.3333333333333333,0.16666666666666666,1.0,0.5,0.25,0.2
0.3333333333333333,0.16666666666666666,1.0,0.5,0.25,0.2
0.3333333333333333,,1.0,0.5,,0.25
0.3333333333333333,,1.0,0.5,,0.25
0.3333333333333333,0.2,1.0,0.5,0.16666666666666666,0.25
0.3333333333333333,0.16666666666666666,1.0,0.5,0.2,0.25
0.3333333333333333,0.16666666666666666,1.0,0.5,0.2,0.25
,,1.0,0.5,0.3333333333333333,
,,1.0,0.5,0.3333333333333333,
0.25,0.16666666666666666,1.0,0.5,0.3333333333333333,0.2
0.16666666666666666,0.2,1.0,0.5,0.3333333333333333,0.25
0.16666666666666666,0.2,1.0,0.5,0.3333333333333333,0.25
0.2,0.16666666666666666,1.0,0.5,0.25,0.3333333333333333
,,1.0,,0.5,
,,1.0,,0.5,
,,1.0,,0.5,
,,1.0,,0.5,
0.3333333333333333,,1.0,,0.5,
0.3333333333333333,,1.0,,0.5,
0.3333333333333333,,1.0,,0.5,
0.3333333333333333,,1.0,,0.5,
0.3333333333333333,,1.0,,0.5,
0.3333333333333333,0.25,1.0,0.2,0.5,0.16666666666666666
0.3333333333333333,0.25,1.0,0.16666666666666666,0.5,0.2
0.3333333333333333,,1.0,,0.5,0.25
0.3333333333333333,0.16666666666666666,1.0,0.2,0.5,0.25
,,1.0,0.3333333333333333,0.5,
,,1.0,0.3333333333333333,0.5,
,,1.0,0.3333333333333333,0.5,
,,1.0,0.3333333333333333,0.5,
,,1.0,,0.5,0.3333333333333333
0.2,0.25,1.0,0.16666666666666666,0.5,0.3333333333333333
,,1.0,,,0.5
0.3333333333333333,,1.0,,,0.5
0.3333333333333333,0.16666666666666666,1.0,0.25,0.2,0.5
,,1.0,0.3333333333333333,,0.5
0.25,0.16666666666666666,1.0,0.3333333333333333,0.2,0.5
,,1.0,,0.3333333333333333,0.5
0.2,0.16666666666666666,1.0,0.25,0.3333333333333333,0.5
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
,,,1.0,,
0.5,,,1.0,,
0.5,,,1.0,,
0.5,,,1.0,,
0.5,,,1.0,,
0.5,,,1.0,,
0.5,,,1.0,,
0.5,,,1.0,,
0.5,,,1.0,,
0.5,0.3333333333333333,,1.0,,
0.5,0.3333333333333333,,1.0,,
0.5,0.3333333333333333,0.25,1.0,,
0.5,,0.3333333333333333,1.0,,
0.5,,0.3333333333333333,1.0,,
0.5,,0.3333333333333333,1.0,,
0.5,,0.3333333333333333,1.0,,
0.5,,0.3333333333333333,1.0,,
0.5,,0.3333333333333333,1.0,,
0.5,,0.3333333333333333,1.0,,
0.5,,0.3333333333333333,1.0,,
0.5,,0.3333333333333333,1.0,,
0.5,,0.3333333333333333,1.0,,
0.5,,0.3333333333333333,1.0,0.25,
0.5,,0.3333333333333333,1.0,0.25,
0.5,,0.3333333333333333,1.0,0.25,
0.5,,0.3333333333333333,1.0,0.25,
0.5,,0.3333333333333333,1.0,0.25,
0.5,0.2,0.3333333333333333,1.0,0.25,
0.5,,0.3333333333333333,1.0,0.25,0.2
0.5,,0.3333333333333333,1.0,0.25,0.2
0.5,,0.3333333333333333,1.0,0.25,0.2
0.5,0.16666666666666666,0.3333333333333333,1.0,0.25,0.2
0.5,0.16666666666666666,0.3333333333333333,1.0,0.25,0.2
0.5,0.16666666666666666,0.3333333333333333,1.0,0.25,0.2
0.5,0.16666666666666666,0.3333333333333333,1.0,0.25,0.2
0.5,,0.3333333333333333,1.0,,0.25
0.5,,0.3333333333333333,1.0,,0.25
0.5,0.2,0.3333333333333333,1.0,0.16666666666666666,0.25
0.5,,0.3333333333333333,1.0,0.2,0.25
0.5,0.16666666666666666,0.3333333333333333,1.0,0.2,0.25
0.5,0.16666666666666666,0.3333333333333333,1.0,0.2,0.25
0.5,0.16666666666666666,0.3333333333333333,1.0,0.2,0.25
0.5,0.16666666666666666,0.3333333333333333,1.0,0.2,0.25
0.5,0.16666666666666666,0.3333333333333333,1.0,0.2,0.25
0.5,,,1.0,0.3333333333333333,
0.5,,,1.0,0.3333333333333333,
0.5,,,1.0,0.3333333333333333,
0.5,,,1.0,0.3333333333333333,
0.5,,,1.0,0.3333333333333333,
0.5,,,1.0,0.3333333333333333,
0.5,,,1.0,0.3333333333333333,
0.5,0.25,0.2,1.0,0.3333333333333333,0.16666666666666666
0.5,0.16666666666666666,0.25,1.0,0.3333333333333333,0.2
0.5,,,1.0,,0.3333333333333333
,0.5,,1.0,,
,0.5,,1.0,,
,0.5,,1.0,,
,0.5,,1.0,,
,0.5,,1.0,,
,0.5,,1.0,,
0.3333333333333333,0.5,,1.0,0.2,0.25
,0.5,0.3333333333333333,1.0,,
0.25,0.5,0.3333333333333333,1.0,,
0.16666666666666666,0.5,0.3333333333333333,1.0,0.2,0.25
0.16666666666666666,0.5,0.3333333333333333,1.0,0.2,0.25
,0.5,,1.0,0.3333333333333333,
,0.5,,1.0,0.3333333333333333,
,0.5,,1.0,0.3333333333333333,
,0.5,,1.0,0.3333333333333333,
,0.5,,1.0,0.3333333333333333,
0.25,0.5,0.2,1.0,0.3333333333333333,
0.25,0.5,0.2,1.0,0.3333333333333333,0.16666666666666666
0.25,0.5,0.2,1.0,0.3333333333333333,0.16666666666666666
0.16666666666666666,0.5,0.25,1.0,0.3333333333333333,0.2
0.16666666666666666,0.5,0.2,1.0,0.3333333333333333,0.25
,0.5,,1.0,,0.3333333333333333
0.2,0.5,0.25,1.0,0.16666666666666666,0.3333333333333333
,0.5,,1.0,0.25,0.3333333333333333
,0.5,,1.0,0.25,0.3333333333333333
,,0.5,1.0,,
,,0.5,1.0,,
,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,,0.5,1.0,,
0.3333333333333333,0.25,0.5,1.0,0.2,0.16666666666666666
0.3333333333333333,,0.5,1.0,0.25,
0.3333333333333333,0.2,0.5,1.0,0.25,0.16666666666666666
0.3333333333333333,0.16666666666666666,0.5,1.0,0.25,0.2
0.3333333333333333,0.16666666666666666,0.5,1.0,0.25,0.2
0.3333333333333333,0.16666666666666666,0.5,1.0,0.25,0.2
0.3333333333333333,0.16666666666666666,0.5,1.0,0.25,0.2
0.3333333333333333,0.16666666666666666,0.5,1.0,0.25,0.2
0.3333333333333333,0.16666666666666666,0.5,1.0,0.25,0.2
0.3333333333333333,0.16666666666666666,0.5,1.0,0.25,0.2
0.3333333333333333,0.16666666666666666,0.5,1.0,0.25,0.2
0.3333333333333333,0.16666666666666666,0.5,1.0,0.25,0.2
0.3333333333333333,,0.5,1.0,,0.25
0.3333333333333333,,0.5,1.0,,0.25
0.3333333333333333,0.2,0.5,1.0,,0.25
0.3333333333333333,,0.5,1.0,0.2,0.25
0.3333333333333333,,0.5,1.0,0.2,0.25
0.3333333333333333,,0.5,1.0,0.2,0.25
0.3333333333333333,,0.5,1.0,0.2,0.25
0.3333333333333333,0.16666666666666666,0.5,1.0,0.2,0.25
0.3333333333333333,0.16666666666666666,0.5,1.0,0.2,0.25
0.3333333333333333,0.16666666666666666,0.5,1.0,0.2,0.25
,0.3333333333333333,0.5,1.0,,
,0.3333333333333333,0.5,1.0,,
0.25,0.3333333333333333,0.5,1.0,,
0.25,0.3333333333333333,0.5,1.0,0.2,0.16666666666666666
,,0.5,1.0,0.3333333333333333,
,,0.5,1.0,0.3333333333333333,
0.25,,0.5,1.0,0.3333333333333333,
0.25,,0.5,1.0,0.3333333333333333,
0.25,,0.5,1.0,0.3333333333333333,0.2
0.25,0.16666666666666666,0.5,1.0,0.3333333333333333,0.2
0.25,0.16666666666666666,0.5,1.0,0.3333333333333333,0.2
,,0.5,1.0,0.3333333333333333,0.25
0.2,,0.5,1.0,0.3333333333333333,0.25
0.2,0.16666666666666666,0.5,1.0,0.3333333333333333,0.25
,,0.5,1.0,0.25,0.3333333333333333
0.2,0.16666666666666666,0.5,1.0,0.25,0.3333333333333333
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
,,,1.0,0.5,
0.3333333333333333,,,1.0,0.5,
0.3333333333333333,,,1.0,0.5,
0.3333333333333333,,,1.0,0.5,
0.3333333333333333,,,1.0,0.5,
0.3333333333333333,,0.25,1.0,0.5,0.2
0.3333333333333333,,0.25,1.0,0.5,0.2
0.3333333333333333,0.16666666666666666,0.25,1.0,0.5,0.2
0.3333333333333333,0.16666666666666666,0.25,1.0,0.5,0.2
0.3333333333333333,0.16666666666666666,0.25,1.0,0.5,0.2
,0.3333333333333333,,1.0,0.5,
,0.3333333333333333,,1.0,0.5,
,0.3333333333333333,,1.0,0.5,
,0.3333333333333333,,1.0,0.5,
,0.3333333333333333,,1.0,0.5,
,0.3333333333333333,,1.0,0.5,
,0.3333333333333333,,1.0,0.5,
,0.3333333333333333,,1.0,0.5,
,0.3333333333333333,,1.0,0.5,
,0.3333333333333333,,1.0,0.5,
,0.3333333333333333,,1.0,0.5,
,0.3333333333333333,,1.0,0.5,
0.25,0.3333333333333333,0.2,1.0,0.5,
0.25,0.3333333333333333,0.2,1.0,0.5,0.16666666666666666
0.2,0.3333333333333333,0.25,1.0,0.5,0.16666666666666666
,0.3333333333333333,,1.0,0.5,0.25
,0.3333333333333333,,1.0,0.5,0.25
,0.3333333333333333,,1.0,0.5,0.25
0.2,0.3333333333333333,0.16666666666666666,1.0,0.5,0.25
0.2,0.3333333333333333,0.16666666666666666,1.0,0.5,0.25
0.2,0.3333333333333333,0.16666666666666666,1.0,0.5,0.25
0.16666666666666666,0.3333333333333333,0.2,1.0,0.5,0.25
0.16666666666666666,0.3333333333333333,0.2,1.0,0.5,0.25
,,0.3333333333333333,1.0,0.5,
,,0.3333333333333333,1.0,0.5,
,,0.3333333333333333,1.0,0.5,
0.25,0.2,0.3333333333333333,1.0,0.5,0.16666666666666666
0.25,,0.3333333333333333,1.0,0.5,0.2
0.25,0.16666666666666666,0.3333333333333333,1.0,0.5,0.2
0.25,0.16666666666666666,0.3333333333333333,1.0,0.5,0.2
0.25,0.16666666666666666,0.3333333333333333,1.0,0.5,0.2
0.25,0.16666666666666666,0.3333333333333333,1.0,0.5,0.2
0.25,0.16666666666666666,0.3333333333333333,1.0,0.5,0.2
0.25,0.16666666666666666,0.3333333333333333,1.0,0.5,0.2
0.25,0.16666666666666666,0.3333333333333333,1.0,0.5,0.2
,0.25,0.3333333333333333,1.0,0.5,
0.2,0.25,0.3333333333333333,1.0,0.5,0.16666666666666666
0.2,0.16666666666666666,0.3333333333333333,1.0,0.5,0.25
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
,,,1.0,0.5,0.3333333333333333
0.25,,,1.0,0.5,0.3333333333333333
0.25,,0.2,1.0,0.5,0.3333333333333333
0.25,0.16666666666666666,0.2,1.0,0.5,0.3333333333333333
,0.25,,1.0,0.5,0.3333333333333333
,0.25,,1.0,0.5,0.3333333333333333
,0.25,,1.0,0.5,0.3333333333333333
,0.25,,1.0,0.5,0.3333333333333333
,0.25,,1.0,0.5,0.3333333333333333
0.2,0.25,0.16666666666666666,1.0,0.5,0.3333333333333333
,,0.25,1.0,0.5,0.3333333333333333
,,0.25,1.0,0.5,0.3333333333333333
0.2,0.16666666666666666,0.25,1.0,0.5,0.3333333333333333
,,,1.0,,0.5
,,,1.0,,0.5
,,,1.0,,0.5
,,,1.0,,0.5
,,,1.0,,0.5
0.3333333333333333,,,1.0,,0.5
0.3333333333333333,,,1.0,,0.5
0.3333333333333333,,,1.0,,0.5
0.3333333333333333,,,1.0,,0.5
0.3333333333333333,0.16666666666666666,0.25,1.0,0.2,0.5
0.3333333333333333,0.16666666666666666,0.25,1.0,0.2,0.5
0.3333333333333333,0.16666666666666666,0.25,1.0,0.2,0.5
,0.3333333333333333,,1.0,,0.5
,0.3333333333333333,,1.0,,0.5
0.2,0.3333333333333333,0.16666666666666666,1.0,0.25,0.5
,,0.3333333333333333,1.0,,0.5
,,0.3333333333333333,1.0,,0.5
0.25,,0.3333333333333333,1.0,0.2,0.5
0.25,0.16666666666666666,0.3333333333333333,1.0,0.2,0.5
0.2,,0.3333333333333333,1.0,0.25,0.5
,,,1.0,0.3333333333333333,0.5
,,,1.0,0.3333333333333333,0.5
,,,1.0,0.3333333333333333,0.5
,,,1.0,0.3333333333333333,0.5
,,,1.0,0.3333333333333333,0.5
,,,1.0,0.3333333333333333,0.5
,,,1.0,0.3333333333333333,0.5
,,,1.0,0.3333333333333333,0.5
0.25,0.16666666666666666,0.2,1.0,0.3333333333333333,0.5
,0.25,,1.0,0.3333333333333333,0.5
0.2,,0.25,1.0,0.3333333333333333,0.5
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
0.5,,,,1.0,
0.5,,,,1.0,
0.5,,,,1.0,
0.5,0.3333333333333333,,,1.0,
0.5,0.3333333333333333,,,1.0,
0.5,0.3333333333333333,0.25,,1.0,
0.5,,0.3333333333333333,,1.0,
0.5,,0.3333333333333333,,1.0,
0.5,,0.3333333333333333,,1.0,
0.5,,0.3333333333333333,,1.0,
0.5,,0.3333333333333333,,1.0,
0.5,,0.3333333333333333,,1.0,
0.5,,0.3333333333333333,,1.0,
0.5,,0.3333333333333333,,1.0,
0.5,0.25,0.3333333333333333,,1.0,
0.5,0.25,0.3333333333333333,0.2,1.0,0.16666666666666666
0.5,0.25,0.3333333333333333,0.16666666666666666,1.0,0.2
0.5,0.25,0.3333333333333333,0.16666666666666666,1.0,0.2
0.5,0.25,0.3333333333333333,0.16666666666666666,1.0,0.2
0.5,,0.3333333333333333,0.25,1.0,
0.5,,0.3333333333333333,0.25,1.0,0.2
0.5,0.16666666666666666,0.3333333333333333,0.25,1.0,0.2
0.5,0.16666666666666666,0.3333333333333333,0.25,1.0,0.2
0.5,0.16666666666666666,0.3333333333333333,0.25,1.0,0.2
0.5,0.16666666666666666,0.3333333333333333,0.25,1.0,0.2
0.5,,0.3333333333333333,,1.0,0.25
0.5,,0.3333333333333333,0.2,1.0,0.25
0.5,,,0.3333333333333333,1.0,
0.5,,,0.3333333333333333,1.0,
0.5,,,0.3333333333333333,1.0,
0.5,0.2,0.25,0.3333333333333333,1.0,0.16666666666666666
0.5,,,0.3333333333333333,1.0,0.25
0.5,,,0.3333333333333333,1.0,0.25
0.5,0.16666666666666666,0.2,0.25,1.0,0.3333333333333333
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
,0.5,,,1.0,
0.3333333333333333,0.5,,,1.0,
0.3333333333333333,0.5,,,1.0,
,0.5,0.3333333333333333,,1.0,
,0.5,0.3333333333333333,,1.0,
,0.5,0.3333333333333333,,1.0,
,0.5,0.3333333333333333,,1.0,
,0.5,0.3333333333333333,,1.0,
0.25,0.5,0.3333333333333333,0.2,1.0,0.16666666666666666
0.2,0.5,0.3333333333333333,0.25,1.0,0.16666666666666666
0.16666666666666666,0.5,0.3333333333333333,0.2,1.0,0.25
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
,0.5,,0.3333333333333333,1.0,
0.25,0.5,0.2,0.3333333333333333,1.0,0.16666666666666666
0.25,0.5,0.2,0.3333333333333333,1.0,0.16666666666666666
0.25,0.5,0.2,0.3333333333333333,1.0,0.16666666666666666
0.25,0.5,0.2,0.3333333333333333,1.0,0.16666666666666666
,0.5,,0.3333333333333333,1.0,0.25
,0.5,,0.3333333333333333,1.0,0.25
,0.5,,0.3333333333333333,1.0,0.25
,0.5,,0.3333333333333333,1.0,0.25
,0.5,,0.3333333333333333,1.0,0.25
,0.5,,0.3333333333333333,1.0,0.25
,0.5,,0.3333333333333333,1.0,0.25
,0.5,,0.3333333333333333,1.0,0.25
,0.5,,0.3333333333333333,1.0,0.25
,0.5,,0.3333333333333333,1.0,0.25
0.2,0.5,,0.3333333333333333,1.0,0.25
0.16666666666666666,0.5,0.2,0.3333333333333333,1.0,0.25
0.16666666666666666,0.5,0.2,0.3333333333333333,1.0,0.25
0.16666666666666666,0.5,0.2,0.3333333333333333,1.0,0.25
0.16666666666666666,0.5,0.2,0.3333333333333333,1.0,0.25
0.16666666666666666,0.5,0.2,0.3333333333333333,1.0,0.25
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
,0.5,,0.25,1.0,0.3333333333333333
0.2,0.5,0.16666666666666666,0.25,1.0,0.3333333333333333
0.2,0.5,0.16666666666666666,0.25,1.0,0.3333333333333333
0.2,0.5,0.16666666666666666,0.25,1.0,0.3333333333333333
0.2,0.5,0.16666666666666666,0.25,1.0,0.3333333333333333
0.2,0.5,0.16666666666666666,0.25,1.0,0.3333333333333333
0.2,0.5,0.16666666666666666,0.25,1.0,0.3333333333333333
0.2,0.5,0.16666666666666666,0.25,1.0,0.3333333333333333
0.2,0.5,0.16666666666666666,0.25,1.0,0.3333333333333333
0.16666666666666666,0.5,0.2,0.25,1.0,0.3333333333333333
0.16666666666666666,0.5,0.2,0.25,1.0,0.3333333333333333
0.16666666666666666,0.5,0.2,0.25,1.0,0.3333333333333333
0.16666666666666666,0.5,0.2,0.25,1.0,0.3333333333333333
0.16666666666666666,0.5,0.2,0.25,1.0,0.3333333333333333
,,0.5,,1.0,
,,0.5,,1.0,
,,0.5,,1.0,
,,0.5,,1.0,
0.3333333333333333,,0.5,,1.0,
0.3333333333333333,,0.5,,1.0,
0.3333333333333333,,0.5,,1.0,
0.3333333333333333,,0.5,,1.0,
0.3333333333333333,,0.5,,1.0,
0.3333333333333333,,0.5,,1.0,
0.3333333333333333,,0.5,,1.0,
0.3333333333333333,,0.5,,1.0,
